,number,title,subtitle,authors,publisher,published_date,category,distribution_expense
985,9789810000000,Data Science,"6th International Conference of Pioneering Computer Scientists, Engineers and Educators, ICPCSEE 2020, Taiyuan, China, September 18-21, 2020, Proceedings, Part II","Pinle Qin, Hongzhi Wang, Guanglu Sun, Zeguang Lu",Springer Nature,2020-08-20,data science,7.3
986,9811520372,Quantitative Economics with R,A Data Science Approach,Vikram Dayal,Springer,2021-04-02,data science,4.55
987,9781590000000,"Automate the Boring Stuff with Python, 2nd Edition",Practical Programming for Total Beginners,Al Sweigart,No Starch Press,2019-12-11,data science,5.6
988,9780750000000,Knowledge Management,An Interdisciplinary Approach for Business Decisions,Shaofeng Liu,Kogan Page Publishers,2020-03-01,data science,4.22
989,9781450000000,Analyzing the Analyzers,An Introspective Survey of Data Scientists and Their Work,"Harlan Harris, Sean Murphy, Marck Vaisman","""O'Reilly Media, Inc.""",2013-10-06,data science,3.19
990,9780320000000,Cognitive Big Data Intelligence with a Metaheuristic Approach,,"Sushruta Mishra, Hrudaya Kumar Tripathy, Pradeep Kumar Mallick, Arun Kumar Sangaiah, Gyoo-Soo Chae",Academic Press,2021-09-11,data science,6.9
991,9781000000000,Operations Research,Operations Research: Theory and Practice,N.V.S Raju,CRC Press,2019-03-09,data science,7.3
992,9811526990,Advanced Studies in Behaviormetrics and Data Science,Essays in Honor of Akinori Okada,"Tadashi Imaizumi, Atsuho Nakayama, Satoru Yokoyama",Springer,2020-05-06,data science,4.55
993,9811659397,Data Science,"7th International Conference of Pioneering Computer Scientists, Engineers and Educators, ICPCSEE 2021, Taiyuan, China, September 17–20, 2021, Proceedings, Part I","Jianchao Zeng, Pinle Qin, Weipeng Jing, Xianhua Song, Zeguang Lu",Springer,2021-11-09,data science,5.6
994,9781910000000,ICICKM 2019 16th International Conference on Intellectual Capital Knowledge Management & Organisational Learning,,"John Dumay, James Guthrie, Rahat Munir",Academic Conferences and publishing limited,2019-05-12,data science,4.22
995,9783320000000,Conquering Big Data with High Performance Computing,,Ritu Arora,Springer,2016-09-16,data science,3.19
996,1482232111,Healthcare Data Analytics,,"Chandan K. Reddy, Charu C. Aggarwal",Chapman and Hall/CRC,2015-06-23,data science,6.9
997,1653684771,Coding with Python,"The Ultimate Guide For Data Science, a Smart Way to Program With Python, Understand Data Analytics and Deep Learning Faster Computer Programming for Beginners",Tim Wired,Independently Published,2019-12-31,data science,7.3
998,9789390000000,Hands-on Data Analysis and Visualization with Pandas,"Engineer, Analyse and Visualize Data, Using Powerful Python Libraries",PURNA CHANDER RAO. KATHULA,BPB Publications,2020-08-13,data science,4.55
999,9781120000000,Predictive Analytics,"The Power to Predict Who Will Click, Buy, Lie, or Die",Eric Siegel,John Wiley & Sons,2016-01-13,data science,5.6
1000,9781480000000,Julia Quick Syntax Reference,A Pocket Guide for Data Science Programming,Antonello Lobianco,Apress,2019-11-11,data science,4.22
1001,9781350000000,Posthumanism and the Digital University,"Texts, Bodies and Materialities",Lesley Gourlay,Bloomsbury Publishing,2020-10-12,data science,3.19
1002,9781120000000,"Mindset Mathematics: Visualizing and Investigating Big Ideas, Grade 1",,"Jo Boaler, Jen Munson, Cathy Williams",John Wiley & Sons,2021-01-27,data science,6.9
1003,3319997122,Fundamentals of Clinical Data Science,,"Pieter Kubben, Michel Dumontier, Andre Dekker",Springer,2019-07-01,data science,7.3
1004,9781320000000,Introduction to Scientific and Technical Computing,,"Frank T. Willmore, Eric Jankowski, Coray Colina",CRC Press,2016-08-19,data science,4.55
1005,9781790000000,Confident Data Skills,How to Work with Data and Futureproof Your Career,Kirill Eremenko,Kogan Page Publishers,2020-10-09,data science,5.6
1006,9781910000000,"17th International Conference on Intellectual Capital, Knowledge Management & Organisational Learning",,"Anthony Wensley, Max Evans",Academic Conferences International limited,2020-10-15,data science,4.22
1007,9781470000000,Collaborative Knowledge in Scientific Research Networks,,"Diviacco, Paolo",IGI Global,2014-10-31,data science,3.19
1008,9811944520,Responsible Data Science,Select Proceedings of ICDSE 2021,"Jimson Mathew, G. Santhosh Kumar, Deepak P., Joemon M. Jose",Springer,2022-11-21,data science,6.9
1009,9781320000000,Customer Relationship Management,The Foundation of Contemporary Marketing Strategy,"Roger J. Baran, Robert J. Galka",Taylor & Francis,2016-08-12,data science,7.3
1010,1786345390,Statistical Data Science,,"Niall M. Adams, Edward Cohen",Wspc (Europe),2018-04-24,data science,4.55
1011,1484288254,Numerical Methods Using Kotlin,"For Data Science, Analysis, and Engineering","Haksun Li, PhD",Apress,2023-01-01,data science,5.6
1012,9781950000000,Audit Risk Alert: General Accounting and Auditing Developments 2018/19,,AICPA,John Wiley & Sons,2018-06-12,data science,4.55
1013,9789390000000,Artificial Intelligence: How Computers Think,,"Kawal Arora, Ankur Singh Bist, Ir. Untung Rahardja, Ashay Singh",Walnut Publication,2020-02-10,data science,5.6
1014,9783320000000,Performability in Internet of Things,,Fadi Al-Turjman,Springer,2018-08-22,data science,4.22
1015,9780820000000,Rhetorical Machines,"Writing, Code, and Computational Ethics","John Jones, Lavinia Hirsu",University Alabama Press,2019-02-07,data science,3.19
1016,9783320000000,Mining Over Air: Wireless Communication Networks Analytics,,"Ye Ouyang, Mantian Hu, Alexis Huet, Zhongyuan Li",Springer,2018-07-27,data science,6.9
1017,9781520000000,Handbook of Research on Information Security in Biomedical Signal Processing,,"Pradhan, Chittaranjan, Das, Himansu, Naik, Bighnaraj",IGI Global,2018-04-13,data science,7.3
1018,9783030000000,Supercomputing,"8th Russian Supercomputing Days, RuSCDays 2022, Moscow, Russia, September 26–27, 2022, Revised Selected Papers","Vladimir Voevodin, Sergey Sobolev, Mikhail Yakobovskiy, Rashit Shagaliev",Springer Nature,2022-12-15,data science,4.55
1019,9798200000000,Profound Python,,Önder Teker,Godoro,2021-07-08,data science,5.6
1020,9780310000000,Managing the NIH Bethesda Campus Capital Assets for Success in a Highly Competitive Global Biomedical Research Environment,,"National Academies of Sciences, Engineering, and Medicine, Division on Engineering and Physical Sciences, Board on Infrastructure and the Constructed Environment, Committee on Assessing the Capital Needs of the National Institutes of Health",National Academies Press,2019-02-10,data science,4.22
1021,9781450000000,Compression Schemes for Mining Large Datasets,A Machine Learning Perspective,"T. Ravindra Babu, M. Narasimha Murty, S.V. Subrahmanya",Springer Science & Business Media,2013-11-19,data science,3.19
1022,9789810000000,First International Conference on Artificial Intelligence and Cognitive Computing,AICC 2018,"Raju Surampudi Bapi, Koppula Srinivas Rao, Munaga V. N. K. Prasad",Springer,2018-04-11,data science,6.9
1023,9781520000000,Human Development and Interaction in the Age of Ubiquitous Technology,,"Rahman, Hakikur",IGI Global,2016-06-27,data science,7.3
1024,9781120000000,The Handbook of Peer Production,,"Mathieu ONeil, Christian Pentzold, Sophie Toupin",John Wiley & Sons,2021-02-02,data science,4.55
1025,9783640000000,Geospatial Thinking,,"Marco Painho, Maribel Yasmina Santos, Hardy Pundt",Springer Science & Business Media,2010-07-20,data science,5.6
1026,9781120000000,People Analytics For Dummies,,Mike West,John Wiley & Sons,2019-02-20,data science,4.22
1027,9781000000000,Predictive Analytics,Modeling and Optimization,"Vijay Kumar, Mangey Ram",CRC Press,2021-01-13,data science,3.19
1028,9781530000000,Psychology of Education,"Theory, Research and Evidence-Based Practice",Janet Lord,SAGE,2022-12-03,data science,6.9
1029,9781520000000,Sentiment Analysis and Knowledge Discovery in Contemporary Business,,"Rajput, Dharmendra Singh, Thakur, Ramjeevan Singh, Basha, S. Muzamil",IGI Global,2018-08-31,data science,7.3
1030,9781000000000,Improving Intelligence Analysis in Policing,,"Stuart Kirby, Scott Keay",Routledge,2021-09-06,data science,4.55
1031,9783030000000,Concise Guide to Software Engineering,From Fundamentals to Application Methods,Gerard ORegan,Springer Nature,2022-09-24,data science,5.6
1032,9781520000000,Applying Business Intelligence Initiatives in Healthcare and Organizational Settings,,"Miah, Shah J., Yeoh, William",IGI Global,2018-07-13,data science,4.22
1033,9780840000000,Foundations of Information Ethics,,"John T. F. Burgess, Emily J. M. Knox",American Library Association,2019-03-07,data science,3.19
1034,9781120000000,Decisions Over Decimals,Striking the Balance between Intuition and Information,"Christopher J. Frank, Paul F. Magnone, Oded Netzer",John Wiley & Sons,2022-04-10,data science,6.9
1035,9781000000000,"Nursing and Informatics for the 21st Century - Embracing a Digital World, 3rd Edition, Book 4","Nursing in an Integrated Digital World that Supports People, Systems, and the Planet","Connie White Delaney, Charlotte Weaver, Joyce Sensmeier, Lisiane Pruinelli, Patrick Weber",CRC Press,2022-04-29,data science,7.3
1036,9781320000000,Large-Scale Machine Learning in the Earth Sciences,,"Ashok N. Srivastava, Ramakrishna Nemani, Karsten Steinhaeuser",CRC Press,2017-01-08,data science,4.55
1037,9781800000000,Developing Successful Global Strategies for Marketing Luxury Brands,,"Mosca, Fabrizio, Casalegno, Cecilia, Gallo, Rosalia",IGI Global,2021-03-26,data science,5.6
1038,9783030000000,Recent Advances in Intelligent Engineering,Volume Dedicated to Imre J. Rudas’ Seventieth Birthday,"Levente Kovács, Tamás Haidegger, Anikó Szakál",Springer,2019-03-15,data science,4.22
1039,9781790000000,Python Feature Engineering Cookbook,"Over 70 recipes for creating, engineering, and transforming features to build machine learning models",Soledad Galli,Packt Publishing Ltd,2020-01-22,data science,3.19
1040,9781780000000,Mastering Splunk,,James Miller,Packt Publishing Ltd,2014-12-17,data science,6.9
1041,9780260000000,Signals and Boundaries,Building Blocks for Complex Adaptive Systems,John H. Holland,MIT Press,2014-10-01,data science,7.3
1042,1491907339,Think Stats,,Allen B. Downey,Oreilly & Associates Incorporated,2014-10-27,data science,4.55
1043,9780060000000,The Visual Miscellaneum,A Colorful Guide to the World's Most Consequential Trivia,David McCandless,HarperCollins,2014-10-21,data science,5.6
1044,OSU:32435009222415,"Proceedings of the Computer Science and Statistics Eleventh Annual Symposium on the Interface, Held at North Carolina State University, Raleigh, N.C., March 6 and 7, 1978",,"A. Ronald Gallant, Thomas M. Gerig","Raleigh, N.C. : by the Institute of Statistics",1978-01-01,data science,4.22
1045,1003093450,Supervised Machine Learning for Text Analysis in R,,"Emil Hvitfeldt, Julia Sigle",CRC Press,2021-01-10,data science,3.19
1046,9780070000000,Predictive Analytics Using Oracle Data Miner,"Develop & Use Data Mining Models in ODM, SQL & PL/SQL",Brendan Tierney,McGraw Hill Professional,2014-08-08,data science,6.9
1047,9780240000000,How to Speak Machine,Laws of Design for a Digital Age,John Maeda,Penguin UK,2019-11-19,data science,7.3
1048,UOM:39015002095381,Fourth Inventory Computr/h,,"John W. Hamblen, Carolyn P. Landis",Westview Press,1980-04-28,data science,4.55
1049,3030754596,Statistics in the Public Interest,In Memory of Stephen E. Fienberg,"Alicia L. Carriquiry, Judith M. Tanur, William F. Eddy",Springer,2022-04-23,data science,5.6
1050,9781640000000,Machine Learning Bookcamp,Build a portfolio of real-life projects,Alexey Grigorev,Simon and Schuster,2021-11-23,data science,4.55
1051,UOM:39015030992542,Scientific Information Activities of the National Academy of Sciences-National Research Council,A Report,National Research Council (U.S.). Office of Documentation,National Academies,1962-01-01,data science,5.6
1052,9781000000000,Data Analytics,A Small Data Approach,"Shuai Huang, Houtao Deng",CRC Press,2021-04-16,data science,4.22
1053,9781640000000,Deep Learning with JavaScript,Neural networks in TensorFlow.js,"Stanley Bileschi, Eric Nielsen, Shanqing Cai",Simon and Schuster,2020-01-24,data science,3.19
1054,UCSD:31822000037648,Ad Mare: Canada Looks to the Sea,A Study on Marine Science and Technology,"Robert William Stewart, Lloyd Merlin Dickie",Science Council of Canada,1971-01-01,data science,6.9
1055,UCSD:31822032277600,Plate Boundary Zones,,"Seth Stein, Jeffrey T. Freymueller",American Geophysical Union,2002-01-21,data science,7.3
1056,9781590000000,Python Crash Course,"A Hands-On, Project-Based Introduction to Programming",Eric Matthes,No Starch Press,2015-01-11,data science,4.55
1057,9780260000000,AI Ethics,,Mark Coeckelbergh,MIT Press,2020-05-02,data science,5.6
1058,9781000000000,Psychological Perspectives on Praise,,Eddie Brummelman,Routledge,2020-07-21,data science,4.22
1059,194505123X,SQL QuickStart Guide,"The Simplified Beginner's Guide to Managing, Analyzing, and Manipulating Data With SQL",Walter Shields,Clydebank Media LLC,2019-04-11,data science,3.19
1060,1484234944,Business Case Analysis with R,Simulation Tutorials to Support Complex Business Decisions,Robert D. Brown III,Apress,2018-03-03,data science,6.9
1061,9780190000000,Pharmaceutical Medicine,,"Adrian Kilcoyne, Phil Ambery, Daniel OConnor",OUP Oxford,2013-05-23,data science,7.3
1062,1848829469,Computer Vision,Algorithms and Applications,Richard Szeliski,Springer,2010-05-11,data science,4.55
1063,9789540000000,Theory and Applications for Advanced Text Mining,,Shigeaki Sakurai,BoD – Books on Demand,2012-11-21,data science,5.6
1064,9781120000000,Effective Data Storytelling,"How to Drive Change with Data, Narrative and Visuals",Brent Dykes,John Wiley & Sons,2019-10-12,data science,4.22
1065,9781260000000,"Fixed Income Mathematics, Fifth Edition: Analytical and Statistical Techniques",,"Frank J. Fabozzi, Francesco Fabozzi",McGraw Hill Professional,2022-06-09,data science,3.19
1066,9811533563,Applications of Machine Learning,,"Prashant Johri, Jitendra Kumar Verma, Sudip Paul",Springer,2020-05-05,data science,6.9
1067,1138480452,Blogdown,Creating Websites with R Markdown,"Yihui Xie, Alison Presmanes Hill, Amber Thomas",CRC Press,2017-12-12,data science,7.3
1068,1617296082,Practices of the Python Pro,,Dane Hillard,Manning Publications,2020-01-14,data science,4.55
1069,9781320000000,Engineering Entrepreneurship from Idea to Business Plan,A Guide for Innovative Engineers and Scientists,Paul Swamidass,Cambridge University Press,2016-10-26,data science,5.6
1070,359828523,Analytics,"Data Science, Data Analysis and Predictive Analytics for Business",Daniel Covington,Lulu.com,2019-08-13,data science,4.22
1071,9781610000000,Algorithms for Reinforcement Learning,,Csaba Szepesvari,Morgan & Claypool Publishers,2010-08-08,data science,3.19
1072,1461455901,Handbook of Damage Mechanics,Nano to Macro Scale for Materials and Structures,George Z. Voyiadjis,Springer,2014-10-14,data science,6.9
